순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
646,강원도,서석119안전센터,강원특별자치도 홍천군 서석면 풍암길2길 9,033-433-4119,033-439-2539,37.7144845821907,128.187761025587
647,강원도,양덕원119안전센터,강원특별자치도 홍천군 남면 시동로 46,033-432-4119,033-439-2529,37.6115200480095,127.770386321302
648,강원도,팔봉119안전센터,강원특별자치도 홍천군 서면 팔봉산로 523,033-434-0119,033-439-2549,37.6801850669646,127.661831606077
649,강원도,홍천119안전센터,강원특별자치도 홍천군 홍천읍 공작산로 99,033-435-0119,033-439-2129,37.6913302634438,127.902289877573
650,강원도,사내119안전센터,강원특별자치도 화천군 문화마을1길 6,033-440-7520,033-440-7529,38.0681016797905,127.524967947108
651,강원도,화천119안전센터,강원특별자치도 화천군 하남면 위라리길 47,033-440-7510,033-440-7519,38.0978070481479,127.713390135323
652,강원도,공근119안전센터,강원특별자치도 횡성군 공근면 영서로 130-5,033-344-3119,033-340-9549,37.5264731508088,127.959402214083
653,강원도,둔내119안전센터,강원특별자치도 횡성군 둔내면 고원남로 42,033-342-1119,033-340-9529,37.5065453087013,128.212283404479
654,강원도,우천119안전센터,강원특별자치도 횡성군 우천면 서동로 199,033-342-6119,033-340-9539,37.447332412052,128.075033831067
655,강원도,횡성119안전센터,강원특별자치도 횡성군 횡성읍 문예로 157,033-340-9511,033-340-9129,37.4853822777091,127.973953915
656,충청북도,영운119안전센터,충청북도 청주시 상당구 영운로 61,043-251-0220,043-251-0239,36.6209871240507,127.494864257422
657,충청북도,사천119안전센터,충청북도 청주시 청원구 밀레니엄1로 63,043-251-0240,043-251-0249,36.6799781746202,127.475663916461
658,충청북도,북문119안전센터,충청북도  청주시 상당구 상당로 168,043-251-0255,043-251-0259,36.6432859557195,127.489969778533
659,충청북도,문의119안전센터,충청북도  청주시 상당구 문의면 문의시내1길 8,043-251-0265,043-251-0269,36.5173125658655,127.496552238884
660,충청북도,내수119안전센터,충청북도  청주시 청원구 내수읍 청암로80,043-251-0275,043-251-0279,36.7245916654404,127.539041229202
661,충청북도,오창119안전센터,충청북도  청주시 청원구 오창읍 중심상업2로 30,043-251-0285,043-251-0289,36.7127808430325,127.43242299307
662,충청북도,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9804,043-249-9268,36.6272637092883,127.437041756427
663,충청북도,복대119안전센터,충청북도  청주시 흥덕구 공단로 92,043-249-9822,043-265-0119,36.6398759711522,127.439724515973
664,충청북도,산남119안전센터,충청북도  청주시 서원구 산미로 70,043-249-9837,043-283-0119,36.6039606364321,127.470425211909
665,충청북도,사직119안전센터,충청북도  청주시 서원구 사직대로 229,043-249-9852,043-263-0119,36.6378561174586,127.472344782474
666,충청북도,남이119안전센터,충청북도  청주시 서원구 청남로 866,043-249-9867,043-260-6119,36.5307207457602,127.428778359369
667,충청북도,오송119안전센터,충청북도  청주시 흥덕구 오송생명3로 71-5,043-249-9882,043-239-2119,36.6316462799422,127.326850116163
668,충청북도,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331,043-841-3329,37.0032653981658,127.920268336649
669,충청북도,호암119안전센터,충청북도  충주시 호암대로 13,043-841-3341,043-844-8119,36.9592440836199,127.927946570194
670,충청북도,연수119안전센터,충청북도  충주시 동수10길 1,043-841-3382,043-857-7921,36.9827519355824,127.935284622979
671,충청북도,서충주119안전센터,충청북도  충주시 기업도시2로 30,043-841-3391,043-841-3395,37.0022955027509,127.829663014652
672,충청북도,수안보119안전센터,충청북도  충주시 수안보면 관동길 9-7,043-841-3351,043-846-1119,36.8470877274937,127.994099199159
673,충청북도,주덕119안전센터,충청북도  충주시 주덕읍 신양로 35,043-841-3361,043-846-4119,36.9711229796975,127.791016909204
674,충청북도,앙성119안전센터,충청북도  충주시 앙성면 가곡로 1019,043-841-3371,043-847-0118,37.1086918711394,127.752254976212
675,충청북도,의림지119안센터,충청북도 제천시 신죽하로 164,043-740-7111,043-741-7309,37.1606175736619,128.212852159945
676,충청북도,화산119안전센터,충청북도  제천시 강명길 17,043-641-7311,043-647-0119,37.1186646461721,128.20408651415
677,충청북도,봉양119안전센터,충청북도  제천시 봉양읍 북부로1433,043-641-7341,043-648-6319,37.1315792788072,128.128626097202
678,충청북도,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210,043-773-0219,36.4769727989803,127.722057360606
679,충청북도,속리산119안전센터,충청북도  보은군 속리산면 법주사로 278,043-773-0230,043-773-0239,36.5320794200376,127.8238127313
680,충청북도,구병산119안전센터,충청북도  보은군 마로면 관기송현로 48,043-773-0250,043-773-0259,36.436657455567,127.814486572043
681,충청북도,옥천119안전센터,충청북도 옥천군 옥천읍 중앙로 132,043-730-1901,043-730-1909,36.3079629847793,127.57419908724
682,충청북도,청산119안전센터,충청북도  옥천군 청산면 남부로 2306,043-730-1921,043-730-1929,36.3450498807999,127.781322829396
683,충청북도,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-641-7119,043-740-7129,36.1656380190708,127.789063504952
684,충청북도,황간119안전센터,충청북도  영동군 황간면 황간로 132,043-740-7141,043-740-7159,36.235319318584,127.903826356805
685,충청북도,학산119안전센터,충청북도  영동군 학산면 서산로 92,043-740-7171,043-740-7179,36.0996633112013,127.685776499498
686,충청북도,증평119안전센터,충청북도  증평군 충청대로 1789,043-836-4119,043-830-0155,36.7878466654707,127.583753640244
687,충청북도,진천119안전센터,충청북도 진천군 진천읍 진광로 93,043-539-8201,043-539-8209,36.8726674636512,127.441141919647
688,충청북도,덕산119안전센터,충청북도 진천군 덕산읍 초금로 606-1,043-539-8241,043-539-8249,36.8992837232293,127.51066289333
689,충청북도,광혜원119안전센터,충청북도 진천군 광혜원면 화랑길 99,043-539-8221,043-539-8229,36.9918164728127,127.436670261932
690,충청북도,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214,043-760-0219,36.807584372708,127.801430897809
691,충청북도,청천119안전센터,충청북도  괴산군 청천면 선평길 78-9,043-760-0235,043-760-0239,36.6581030988139,127.734208400161
692,충청북도,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-877-0119,043-877-0129,36.9893274171386,127.594995379437
693,충청북도,음성119안전센터,충청북도  음성군 음성읍 음성로 122,043-872-2119,043-873-6119,36.9303827193708,127.678527588952
694,충청북도,대소119안전센터,충청북도  음성군 대소면 오산로 74,043-881-7119,043-878-1196,36.9695632699704,127.485997145067
695,충청북도,감곡119안전센터,충청북도  음성군 감곡면 음성로 2652,043-881-3119,043-878-1197,37.1123930394712,127.643766832459
696,충청북도,삼성119안전센터,충청북도  음성군 삼성면 금일로 831,043-878-5119,043-878-0126,37.0165115118666,127.503353200208
697,충청북도,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210,043-767-4219,36.989090897838,128.356432558513
698,충청북도,매포119안전센터,충청북도  단양군 매포읍 평동4로 79,043-767-4237,043-767-4239,37.0311150603238,128.294829644835
699,충청북도,옥산119안전센터 ,충청북도 청주시 흥덕구 오송가락로 1015,043-249-9180,043-268-1121,36.672100566074,127.389310731466
700,충청남도,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5363,042-540-0411,36.2619744754262,127.274440421062
701,충청남도,엄사119안전센터,충청남도 계룡시 엄사면 문화로 32,042-540-5331,042-540-5349,36.2743137682266,127.232831823762
702,충청남도,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422,041-852-3119,36.3613323711943,127.141429227594
703,충청남도,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402,041-822-6108,36.3637423752592,127.254004696807
704,충청남도,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382,041-852-7119,36.4748854002002,127.129817940747
705,충청남도,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332,041-851-0349,36.4594491772586,127.108349702415
706,충청남도,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362,041-841-7119,36.5399483740016,126.945955254781
707,충청남도,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442,,36.608676458226,127.122662233647
708,충청남도,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332,,36.0999076458234,127.480100253874
709,충청남도,복진119안전센터,충청남도 금산군 진산면 읍내로 47-1,041-750-1382,041-752-1479,36.1432247823966,127.368369697572
710,충청남도,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362,041-754-4399,36.1939741926507,127.468250142168
711,충청남도,강경119안전센터,충청남도 논산시 강경읍 동안로 3,041-730-0362,041-745-0729,36.1578059769466,127.018248524323
712,충청남도,내동119안전센터,충청남도 논산시 대학로 17,041-730-0333,041-730-0349,36.1782807539474,127.100382138691
713,충청남도,반월119안전센터,충청남도 논산시 해월로 155,041-730-0404,041-733-3119,36.2045687245052,127.084237162895
714,충청남도,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382,041-742-7119,36.1265218841546,127.128254920562
715,충청남도,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429,041-735-9375,36.212464884883,127.182784242012
716,충청남도,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442,041-352-6319,36.9084943848706,126.690828751257
717,충청남도,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338,041-350-5349,36.8856483347998,126.61793640797
718,충청남도,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362,041-352-6789,36.9851112795467,126.588500463136
719,충청남도,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402,041-356-0016,36.9601634612793,126.768307908957
720,충청남도,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422,041-362-7119,36.8810740992264,126.777149726958
721,충청남도,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382,041-363-3583,36.8128206829239,126.766655079421
722,충청남도,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332,041-930-0349,36.3333847163545,126.60838779769
723,충청남도,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362,041-931-0217,36.3167558401613,126.514333899208
724,충청남도,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405,041-934-1190,36.4371255574391,126.53034814222
725,충청남도,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383,041-932-5119,36.2351111846094,126.597154027456
726,충청남도,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424,041-930-0423,36.4152907024938,126.587587731956
727,충청남도,백제119안전센터,충청남도 부여군 규암면 계백로 17,041-830-0332,041-830-0349,36.2749920555628,126.882238818803
728,충청남도,사비119안전센터,충청남도 부여군 부여읍 쌍북리 184-11,041-830-0362,041-835-2119,36.285868190031,126.92701060959
729,충청남도,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422,041-836-2119,36.3020170126355,126.705833631417
730,충청남도,임천119안전센터,충청남도 부여군 임천면 성흥로179번길 1,041-830-0402,041-833-5119,36.1841632527781,126.896509202901
731,충청남도,홍산119안전센터,충청남도 부여군 홍산면 북촌리 229-2,041-830-0382,041-835-9119,36.2183175590157,126.755443396742
732,충청남도,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362,041-681-5019,36.9408502619711,126.439533054837
733,충청남도,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382,041-668-4118,36.7899097893621,126.459621272407
734,충청남도,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422,041-669-1196,36.7174952340967,126.393683859575
735,충청남도,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,041-689-0442,041-664-3119,36.8260107239828,126.446917622066
736,충청남도,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,041-689-0332,041-689-0349,36.7733031726105,126.4449059337
737,충청남도,해미119안전센터,충청남도 서산시 해미면 성지3길 29,041-689-0402,041-688-2118,36.7098209148642,126.542802982635
738,충청남도,비인119안전센터,충청남도 서천군 비인면 비인로 141,041-955-0382,041-952-0149,36.138292921571,126.605207635492
739,충청남도,서면119안전센터,충청남도 서천군 서면 부사로 153,041-955-0402,041-951-3911,36.1631377227899,126.531586237077
740,충청남도,서천119안전센터,충청남도 서천군 서천읍 충절로49번길 33-8,041-955-0362,041-953-1190,36.0769103899706,126.688609519362
741,충청남도,장항119안전센터,충청남도 서천군 장항읍 장항로 37,041-955-0332,041-955-0349,36.0134996895688,126.683024430603
742,충청남도,판교119안전센터,충청남도 서천군 판교면 대백제로 1953-24,041-955-0442,041-951-0119,36.1579143761151,126.689820241793
743,충청남도,한산119안전센터,충청남도 서천군 한산면 충절로 1164,041-955-0422,041-952-1110,36.0831147555616,126.806212092479
744,충청남도,둔포119안전센터,충청남도 아산시 충무로 1848,041-538-0362,041-531-8119,36.9313796295363,127.042834341877
745,충청남도,모종119안전센터,충청남도 아산시 모종로 77,041-538-0332,041-538-0219,36.7860493954543,127.025751383895
746,충청남도,배방119안전센터,충청남도 아산시 배방읍 배방로 38,041-538-0422,041-534-1121,36.7738251942347,127.053840607255
747,충청남도,신창119안전센터,충청남도 아산시 신창면 순천향로 48,041-538-0382,041-541-2019,36.7711279050551,126.935350075893
748,충청남도,인주119안전센터,충청남도 아산시 인주면 공세길 19,041-538-0402,041-534-5119,36.8804927684176,126.910007531593
749,충청남도,장재119안전센터,충청남도 아산시 배방읍 용연로 88,041-538-0462,041-548-0470,36.7890462873573,127.090532528307
750,충청남도,탕정119안전센터,충청남도 아산시 탕정면 탕정면로 26,041-538-0442,041-546-1119,36.7984865677561,127.060003234621
751,충청남도,금오119안전센터,충청남도 예산군 예산읍 예당관광로 760,041-330-4362,041-335-3119,36.6785255562983,126.827137510969
752,충청남도,덕산119안전센터,충청남도 예산군 덕산면 도청대로 1160,041-330-4402,041-338-4119,36.7048406669665,126.673197321957
753,충청남도,삽교119안전센터,충청남도 예산군 삽교읍 삽교로1길 34,041-330-4382,041-338-3119,36.6889796922077,126.738359994768
754,충청남도,오가119안전센터,충청남도 예산군 오가면 오가중앙로 111,041-330-4332,041-330-4349,36.6865927990832,126.801409702055
755,충청남도,구성119안전센터,충청남도 천안시 동남구 천안대로 580,041-570-0330,041-570-0349,36.7998732459904,127.165347212185
756,충청남도,독립119안전센터,충청남도 천안시 동남구 목천읍 독립기념관로 1,041-570-0360,041-557-3119,36.7818719998049,127.230398111736
757,충청남도,병천119안전센터,충청남도 천안시 동남구 병천면 아우내순대길 78,041-570-0380,041-569-0119,36.7642350401251,127.301040174552
758,충청남도,청당119안전센터,충청남도 천안시 동남구 청수14로 91,041-570-0400,041-553-1192,36.7858138117939,127.156146123355
759,충청남도,풍세119안전센터,충청남도 천안시 동남구 풍세면 풍세로 89,041-570-0420,,36.7225417483936,127.119764389021
760,충청남도,두정119안전센터,충청남도 천안시 서북구 1공단2길 13,041-360-0400,041-565-2119,36.8278419115655,127.14628036103
761,충청남도,불당119안전센터,충청남도 천안시 서북구 불당23로 62,041-360-0490,,36.8178315847693,127.107724097429
762,충청남도,서부119안전센터,충청남도 천안시 서북구 양지18길 22,041-360-0380,041-576-2110,36.812261613658,127.138790899248
763,충청남도,성거119안전센터,충청남도 천안시 서북구 성거읍 천흥8길 11,041-360-0360,041-622-0119,36.8833100924507,127.207879713469
764,충청남도,성환119안전센터,충청남도 천안시 서북구 성환읍 성환1로 395,041-360-0420,041-583-2119,36.9276617167886,127.131170952803
765,충청남도,쌍용119안전센터,충청남도 천안시 서북구 월봉로 78,041-360-0440,041-577-3119,36.7975959000237,127.118315482405
766,충청남도,입장119안전센터,충청남도 천안시 서북구 입장면 망향로 1107,041-360-0460,041-584-5119,36.9090362182185,127.227266069173
767,충청남도,직산119안전센터,충청남도 천안시 서북구 직산읍 직산로 246,041-360-0480,,36.8965294797538,127.165678221396
768,충청남도,차암119안전센터,충청남도 천안시 서북구 직산읍 4산단2길 32,041-360-0330,041-360-0349,36.8625791015043,127.116121587203
769,충청남도,정산119안전센터,충청남도 청양군 정산면 서정4길 49,041-940-7362,041-940-7113,36.4166106793771,126.947867182144
770,충청남도,청양119안전센터,충청남도 청양군 청양읍 충절로 1187,041-940-7332,041-940-7349,36.4516447729291,126.792452457117
771,충청남도,근흥119안전센터,충청남도 태안군 근흥면 신진대교길 201-8,041-671-0402,041-673-7119,36.682573465937,126.147149943326
772,충청남도,안면119안전센터,충청남도 태안군 안면읍 장터로 77,041-671-0362,041-673-1192,36.5158941786787,126.348115525895
773,충청남도,원북119안전센터,충청남도 태안군 원북면 원이로 1031,041-671-0382,041-673-2119,36.8356518316828,126.272391152573
774,충청남도,태안119안전센터,충청남도 태안군 태안읍 동백로 100,041-671-0332,041-671-0349,36.758023038539,126.286116379186
775,충청남도,갈산119안전센터,충청남도 홍성군 갈산면 갈산로150번길 16,041-630-0402,041-634-3119,36.5999198254431,126.554204614143
776,충청남도,광천119안전센터,충청남도 홍성군 광천읍 충서로 354,041-630-0382,041-642-6119,36.5140381051398,126.622479754295
777,충청남도,구룡119안전센터,충청남도 홍성군 홍성읍 충절로 741,041-630-0334,041-630-0349,36.5850165142852,126.695420042075
778,충청남도,내포119안전센터,충청남도 홍성군 홍북읍 의향로 133,041-630-0422,041-635-9120,36.6473145907495,126.677031059751
779,충청남도,옥암119안전센터,충청남도 홍성군 홍성읍 충서로 1258,041-630-0362,041-631-8240,36.5888108009564,126.657548566892
780,전라북도,효자119안전센터,전북특별자치도 전주시 완산구 거마평로 73,063-220-4272,063-289-1023,35.7989050342988,127.116297274992
781,전라북도,서부119안전센터,전북특별자치도 전주시 완산구 우전로 228,063-220-4278,063-289-1024,35.8149018344203,127.102291115183
782,전라북도,교동119안전센터,전북특별자치도 전주시 완산구 경기전길 183,063-220-4273,063-289-1025,35.8111833439925,127.151742852765
783,전라북도,서신119안전센터,전북특별자치도 전주시 완산구 전룡로 138,063-220-4274,063-289-1026,35.8291112642274,127.127823229545
784,전라북도,평화119안전센터,전북특별자치도 전주시 완산구 평화로 105,063-220-4275,063-289-1027,35.7862238527524,127.133832078477
785,전라북도,금암119안전센터,전북특별자치도 전주시 덕진구 백제대로 611,063-274-0119,063-250-4269,35.8424008651625,127.13665576316
786,전라북도,아중119안전센터,전북특별자치도 전주시 덕진구 진버들4길 16,063-246-3119,063-250-4297,35.8360069404117,127.163736082076
787,전라북도,팔복119안전센터,전북특별자치도 전주시 덕진구 온고을로 430,063-212-0119,063-250-4296,35.8505840308413,127.08231832469
788,전라북도,전미119안전센터,전북특별자치도 전주시 덕진구 과학로 144,063-253-3119,063-250-4297,35.8818914792943,127.1287239445
789,전라북도,사정119안전센터,전북특별자치도 군산시 번영로 308 ,063-450-0228,063-289-1043,35.9628359823039,126.751062072909
790,전라북도,금동119안전센터,전북특별자치도 군산시 군산창길 1,063-450-0274,063-289-1044,35.9898065888956,126.707225291511
791,전라북도,항만119안전센터,전북특별자치도 군산시 외항로 436,063-450-0275,063-289-1045,35.966130279973,126.621652437646
792,전라북도,비응119안전센터,전북특별자치도 군산시 새만금북로 43,063-450-0279,063-289-1046,35.9437711320899,126.540828660542
793,전라북도,지곡119안전센터,전북특별자치도 군산시 백토로 223,063-450-0273,063-289-1047,35.9591036134341,126.704757356105
794,전라북도,내흥119안전센터,전북특별자치도 군산시 구암3.1로 147,063-450-0277,063-289-1048,35.9817136895582,126.735633352419
795,전라북도,산북119안전센터,전북특별자치도 군산시 산북로 71-11,063-450-0276,063-289-1049,35.9602798824111,126.672346894923
796,전라북도,대야119안전센터,전북특별자치도 군산시 대야면 대야관통로 5,063-450-0278,063-289-1050,35.9428305183629,126.806545856308
797,전라북도,팔봉119안전센터,전북특별자치도 익산시 무왕로 1338,063-836-2119,063-839-3289,35.9622745637694,127.005150176836
798,전라북도,신동119안전센터,전북특별자치도 익산시 인북로 397,063-855-0119,063-837-5119,35.9635024308822,126.962786631216
799,전라북도,공단119안전센터,전북특별자치도 익산시 선화로 429,063-833-0119,063-838-8119,35.9471630024029,126.977055498432
800,전라북도,인화119안전센터,전북특별자치도 익산시 목천로 301,063-852-0119,063-842-7119,35.9283148384621,126.954539420278
801,전라북도,모현119안전센터,전북특별자치도 익산시 배산로 181,063-853-0119,063-855-1119,35.9537274334825,126.941782827119
802,전라북도,함열119안전센터,전북특별자치도 익산시 함열읍 함열중앙로 133,063-861-0119,063-861-7119,36.0761402855766,126.971919227629
803,전라북도,금마119안전센터,전북특별자치도 익산시 금마면 미륵사지로 130,063-839-3278,063-838-1191,35.9977455384364,127.047682804305
804,전라북도,하북119안전센터,전북특별자치도 정읍시 서부산업도로 507-5,063-570-1272,063-289-1083,35.5881086920374,126.858644967042
805,전라북도,시기119안전센터,전북특별자치도 정읍시 정읍남로 1421,063-570-1273,063-289-1084,35.5577868495646,126.857380286452
806,전라북도,신태인119안전센터,전북특별자치도 정읍시 신태인읍 정신로 1241,063-570-1274,063-289-1085,35.6913602776898,126.878329388423
807,전라북도,영원119안전센터,전북특별자치도 정읍시 영원면 영원로 1048,063-570-1275,063-289-1086,35.6521698905158,126.784203224011
808,전라북도,칠보119안전센터,전북특별자치도 정읍시 칠보면 태산로 2165 ,063-570-1276,063-289-1088,35.6049067198219,126.993462071692
809,전라북도,식정119안전센터,전북특별자치도 남원시 요천로 1965,063-626-0119,063-630-8385,35.436919474993,127.416133455859
810,전라북도,인월119안전센터,전북특별자치도 남원시 인월면 황산로 1828,063-636-5119,063-635-4119,35.4654130981455,127.602403012704
811,전라북도,금지119안전센터,전북특별자치도 남원시 금지면 요천로 43,063-635-2119,063-631-2119,35.3135588351517,127.298551882942
812,전라북도,교동119안전센터,전북특별자치도 김제시 벽성로 278,063-540-4272,063-289-1103,35.7988726252522,126.870010763375
813,전라북도,검산119안전센터,전북특별자치도 김제시 두월로 384,063-540-4275,063-289-1107,35.8057594098149,126.91414890202
814,전라북도,만경119안전센터,전북특별자치도 김제시 만경읍 두릉길 49,063-540-4273,063-289-1104,35.8537653066137,126.819359149678
815,전라북도,금산119안전센터,전북특별자치도 김제시 금산면 금산사로 29,063-540-4274,063-289-1105,35.7195605359847,126.994635829063
816,전라북도,봉동119안전센터,전북특별자치도 완주군 삼례읍 삼봉로 518,063-290-0272,063-289-1113,35.926372943293,127.124156644541
817,전라북도,삼례119안전센터,전북특별자치도 완주군 삼례읍 삼례역로 27,063-290-0273,063-289-1114,35.9088620418672,127.070534937352
818,전라북도,고산119안전센터,전북특별자치도 완주군 고산면 고산로 49,063-290-0274,063-289-1115,35.9759532299064,127.202603225071
819,전라북도,혁신119안전센터,전북특별자치도 완주군 이서면 지사제2로 12,063-290-0275,063-289-1116,35.8321510955242,127.023480437611
820,전라북도,구이119안전센터,전북특별자치도 완주군 구이면 구이로 1475-5,063-290-0276,063-289-1118,,
821,전라북도,진안119안전센터,전북특별자치도 진안군 진안읍 쇠징계로 9,063-786-5272,063-786-5384,35.7989054518589,127.435503063219
822,전라북도,마령119안전센터,전북특별자치도 진안군 마령면 임진로 2077-24,063-786-5283,063-432-4119,35.7317950337597,127.369792381626
823,전라북도,무주119안전센터,전북특별자치도 무주군 무주읍 당산강변로 126,063-780-3282,063-289-1172,36.0027478069511,127.654908412047
824,전라북도,구천동119안전센터,전북특별자치도 무주군 설천면 구천동1로 54,063-780-3273,063-289-1173,35.9032303000897,127.776864062853
825,전라북도,장계119안전센터,전북특별자치도 장수군 장계면 육십령로 136,063-350-6272,063-289-1143,35.7322424503462,127.58959199981
826,전라북도,장수119안전센터,전북특별자치도 장수군 장수읍 호비로 42,063-350-6285,063-289-1146,35.6499287027025,127.521241563236
827,전라북도,임실119안전센터,전북특별자치도 임실군 임실읍 감천로 33,063-778-2272,063-289-1182,35.6106205301497,127.288924707951
828,전라북도,순창119안전센터,전북특별자치도 순창군 순창읍 교성로 24,063-560-9272,,35.3720522048209,127.133916903634
829,전라북도,고창119안전센터,전북특별자치도 고창군 고창읍 녹두로 1294,063-560-1272,063-289-1123,35.4327625867715,126.687794358456
830,전라북도,무장119안전센터,전북특별자치도 고창군 무장면 무장남북로 20-5,063-560-1273,063-289-1124,35.4165424504152,126.561579239072
831,전라북도,흥덕119안전센터,전북특별자치도 고창군 흥덕면 문화2길 21,063-560-1274,063-289-1125,35.5173732013648,126.703272134151
832,전라북도,대산119안전센터,전북특별자치도 고창군 대산면 공음대산로 932,063-560-1275,063-289-1126,35.3399113055094,126.598368060473
833,전라북도,부안119안전센터,전북특별자치도 부안군 행안면 변산로 86,063-580-1272,063-289-1133,35.7297898418345,126.711845374854
834,전라북도,격포119안전센터,전북특별자치도 부안군 변산면 격포항길 64-17,063-580-1273,063-289-1134,35.6200812603811,126.470623845269
835,전라남도,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0890,061-280-0910,34.8099467983613,126.430249877727
836,전라남도,호남119안전센터,전라남도  목포시 영산로 165,061-280-0925,061-280-0929,34.7971212405862,126.387986315807
837,전라남도,경동119안전센터,전라남도  목포시 유동로 42번길 1,061-280-0930,061-280-0934,34.7855645891587,126.380691510363
838,전라남도,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0935,061-280-0939,34.7901723114361,126.406761604907
839,전라남도,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0940,061-280-0944,34.8187737486445,126.377721276017
840,전라남도,학동119안전센터,전라남도 여수시 망마로 20,061-680-0890,061-680-0910,34.7598782963305,127.665052178312
841,전라남도,평여119안전센터,전라남도 여수시 여수산단로 321(평여동),061-680-0940,061-680-0944,34.810882831578,127.67034750604
842,전라남도,소라119안전센터,전라남도 여수시 소라면 여순로 297,061-680-0955,061-680-0959,34.8310398909897,127.614544459024
843,전라남도,연등119안전센터,전라남도 여수시 좌수영로 162(연등동),061-680-0925,061-680-0929,34.7547661780573,127.726713700646
844,전라남도,여서119안전센터,전라남도 여수시 문수로 131(문수동),061-680-0945,061-680-0949,34.7565018379327,127.708073989675
845,전라남도,봉산119안전센터,전라남도 여수시 어항단지로 222-5(남산동),061-680-0935,061-680-0939,34.7302195784909,127.730113933189
846,전라남도,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0950,061-680-0954,34.718643475608,127.750200094468
847,전라남도,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0890,061-750-0910,34.9867240256891,127.503845763382
848,전라남도,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0925,061-750-0929,34.9480569869476,127.48655006549
849,전라남도,왕조119안전센터,전라남도 순천시 기적의도서관1길 30,061-750-0930,061-750-0934,34.9526454790459,127.52476203626
850,전라남도,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0940,061-750-0944,34.9447438618,127.517122154445
851,전라남도,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0935,061-750-0939,35.019479258108,127.372867107347
852,전라남도,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0950,061-750-0954,34.8917262911057,127.586508662235
853,전라남도,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0955,061-750-0959,34.9359758568102,127.550522896964
854,전라남도,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890,061-330-0940,35.0278277967115,126.709899650239
855,전라남도,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925,061-330-0929,34.9949754005522,126.706424923694
856,전라남도,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930,061-330-0934,35.0414021876664,126.846022019665
857,전라남도,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935,061-330-0939,35.0130941856795,126.796051416915
858,전라남도,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0890,061-798-0910,34.9400928936077,127.697710860694
859,전라남도,금호119안전센터,전라남도 광양시 희망길 12-12(금호동),061-798-0935,061-798-0939,34.9365825973532,127.725291603057
